CustomerID,ActualChurn,PredictedChurn,ChurnProbability,ActualCLV,PredictedCLV,RetentionPriorityScore
30441,0,0,0.42886621132665886,1855.61,2389.073133333332,1024.5927432749759
36057,0,0,0.37948050446569415,4817.99,3752.965399999998,1424.177203234295
42652,0,0,0.15042627383068108,2628.24,7245.720600000002,1089.9467510762072
36804,0,0,0.3208784698922389,7990.33,9367.798400000007,3005.9248168509657
48225,0,0,0.17505044563408165,10328.59,11884.528699999997,2080.3920450860323
29227,1,0,0.34850948700762346,7030.45,11369.115999999998,3962.2447848901634
5634,1,0,0.1759546680207007,2159.54,2212.3436999999994,389.2722012811886
5988,0,0,0.15899395558132876,5631.17,11258.279800000002,1789.998438443371
48064,0,0,0.2931718085296779,17385.75,9742.831200000006,2856.323443103374
1813,1,0,0.1515513450189228,1870.72,1979.1751666666664,299.946658536384
27579,0,0,0.416966282546907,16071.05,10415.945799999998,4343.098199436068
16824,0,0,0.14500365778528676,2331.24,1712.2405333333338,248.28114034156363
3929,0,0,0.26881038637993077,16288.66,8475.336766666665,2278.2585509476994
37287,0,0,0.25108317379424855,2193.81,2955.3828,742.0468932009329
25046,0,0,0.14453201468486523,17641.97,15302.310266666673,2211.6737321742316
15728,0,0,0.29019072081779734,4796.69,8740.059733333335,2536.2842340066063
29601,0,0,0.22664421843578667,2963.03,11557.025533333326,2619.333019444762
10431,0,0,0.15325868700725506,4395.42,2977.8024666666665,456.37409620829874
25769,0,0,0.3139628024423151,13747.81,11267.341966666658,3537.52625993057
29104,0,0,0.1516169229025537,9839.36,15344.733366666665,2326.5212558141434
36538,0,0,0.18619643330874736,11046.78,14448.284800000001,2690.219097188988
39329,0,0,0.4145488144170489,4125.26,11481.778733333336,4759.7577613022195
35540,0,0,0.19609864107901367,19497.46,13410.530866666662,2629.7868791015
28076,1,0,0.2216009852191522,3479.14,2768.080266666668,613.4093142590272
17841,1,0,0.2994249072601492,1623.45,1510.1682333333329,452.1819832130565
27803,0,0,0.4542617632210975,17571.68,9824.4652,4462.878884456312
7683,0,0,0.29636296031512965,11744.4,7299.430433333341,2163.2808118370185
24280,0,0,0.1258774658584442,7672.97,8477.403200000002,1067.114031876266
33071,0,0,0.24041138198635673,6657.41,12361.03539999999,2971.7336032962753
35558,0,0,0.1439626063644006,1372.66,2724.0700666666667,392.1642267165799
37190,0,0,0.290452899213263,1242.11,1276.303133333333,370.7059453516384
47150,1,0,0.15292915456070824,5096.15,9705.664433333339,1484.279056239603
46916,0,0,0.4247374998409648,10709.08,9300.090766666663,3950.09730052804
9802,0,0,0.2874412177747337,8878.38,5600.014599999998,1609.6750161802875
38801,0,0,0.23316455495728702,10583.39,8788.873666666666,2049.253817064153
24670,1,0,0.39462249832028556,8981.32,4780.044533333336,1886.3131158262247
44234,0,0,0.34050229935834936,3195.48,1554.2096666666655,529.2119651849733
31920,0,0,0.3181031321123727,1167.2,1432.6656999999996,455.73544643996473
7135,0,0,0.3103782872334011,1479.46,2429.419066666663,754.0389288841668
33705,0,0,0.13367264819743702,15425.29,10317.624199999998,1379.1841499199622
29661,0,0,0.1448046538251134,9920.63,9140.211666666673,1323.5451862799305
17894,0,0,0.13907553718914237,18539.15,10855.400433333336,1509.7206466690825
22019,0,0,0.1874823289919644,10905.51,7811.242200000008,1464.4698799763173
13539,0,0,0.18153882822110565,9048.33,9796.89370000001,1778.5166025047338
43119,0,0,0.23004545047454736,6992.44,7006.976999999999,1611.9231804297922
36421,0,0,0.1657667718097967,9062.12,9772.500499999993,1619.955860394623
9406,0,0,0.14137268009959178,3039.13,11218.365700000002,1585.9704253463333
13414,0,0,0.2257512367125352,10747.98,8659.532133333334,1954.9000884519382
6721,0,0,0.36183633701345724,1831.34,2489.259533333336,900.7045514171623
15602,1,0,0.32999172213319256,12327.37,14157.0027,4671.693701217257
44744,0,0,0.32740659504296704,13374.19,11140.773999999998,3647.5628814832153
31139,1,0,0.22962098872069647,15843.27,9203.529433333326,2113.3235282020296
2730,0,0,0.2011260326624468,8077.0,7076.378433333336,1423.2439199144346
38243,0,0,0.2246500498851114,4943.66,3822.3775666666693,858.6973110313979
29626,1,0,0.4140659676258866,2801.9,10083.476266666674,4175.224357389999
47895,1,0,0.15025838913708708,5252.25,5172.673133333336,777.237532547356
42091,1,0,0.43223908697098473,2614.05,11249.874066666678,4862.635295114564
36400,0,0,0.14962651955520775,6235.94,12554.09966666666,1878.4262392725261
6245,0,0,0.16713338798692723,2423.3,5884.574099999993,983.508806193122
5546,0,0,0.21291538829136705,4924.92,5588.958599999999,1189.975290463375
4065,0,0,0.1513768005531517,10791.72,11129.712333333333,1684.7802440969526
12852,0,0,0.4174394129424404,11884.36,8174.567533333331,3412.3866721729987
21803,1,0,0.13941934534278624,2325.35,7548.937433333336,1052.4679149889869
41164,1,0,0.3003364906253198,3927.97,13941.403266666663,4187.112131503035
6233,0,0,0.24391598073201734,3630.26,11623.091466666661,2835.0577542299407
3863,0,0,0.3261165088344073,8116.49,6963.682366666661,2270.9717820490546
35095,0,0,0.16070972987071777,10740.25,9657.09553333335,1551.9892144977177
40196,0,0,0.4096652585801994,9565.69,5758.3562,2358.9984816698948
39251,0,0,0.36718399508300203,9665.87,5846.129400000004,2146.605148864195
6218,0,0,0.3053466863308432,3573.45,2991.9602333333332,913.5851428819898
36776,0,0,0.23631255383484642,3269.76,2785.787066666662,658.3164561640846
42977,1,0,0.16102770578047673,2436.26,6015.938500000003,968.732774771443
48468,0,0,0.41793795143512874,3843.78,3428.3022000000014,1432.8175983685455
14832,0,0,0.3522166209400777,3339.02,11084.230600000006,3904.0502476526126
30093,0,0,0.24758272071492773,24132.1,13694.774933333316,3390.5896375732555
8894,1,0,0.25567882766450895,2753.23,2164.8581666666655,553.5083981132711
6021,0,0,0.3481228199602506,11246.37,6745.656199999992,2348.316858826345
46089,0,0,0.17804103910104152,1354.86,3020.983033333332,537.8589583612828
15243,1,0,0.28129446937731745,5405.89,10352.690799999993,2912.154665213434
45308,1,0,0.41584162436784444,98.97,194.61733333333342,80.92998802347161
26551,0,0,0.2601540900330231,7298.8,10825.05993333334,2816.1836165092723
6035,0,0,0.1664737522462185,19777.42,11339.57529999999,1887.741649069537
7906,0,0,0.15401121904702106,1838.91,1860.4583666666656,286.53146103656286
32226,0,0,0.14339773596965974,19001.77,13281.958500000002,1904.6027781429782
6018,0,0,0.3193187647373901,16166.82,12361.167899999995,3947.152864539477
21880,0,0,0.2712317502858437,11306.3,11264.188266666664,3055.205499117263
2792,0,0,0.11578270685545757,8835.74,6866.111566666669,794.9769827602335
42606,1,0,0.3228795380305806,1625.11,999.2039333333347,322.6225043930062
5824,1,0,0.15683177383228,2561.17,3003.331666666665,471.017832689991
15388,0,0,0.16870725294491865,8054.91,6907.209700000006,1165.2963740014966
29562,0,0,0.1753824114810858,2259.04,2484.4042000000013,435.720799689738
39476,0,0,0.14831631230947,1463.1,1325.3762666666687,196.57492029449304
293,1,0,0.23443698658295506,21181.85,11404.998700000011,2673.7535272105224
16958,0,0,0.15315840041971143,3657.22,4915.137500000002,752.7945973429396
30861,1,0,0.2896819511320772,6836.91,6013.005999999997,1741.8593102488858
14074,0,0,0.25789985779206637,13013.16,13436.230700000007,3465.201986791398
21857,1,0,0.16101799863478708,9740.65,12995.585333333329,2092.5231414609248
22080,1,0,0.3132506065373532,15809.27,9566.993533333321,2996.866527055599
17024,0,0,0.1588650570980126,5224.14,10132.102799999999,1609.6370898449331
8740,0,0,0.18096688496062208,3012.87,2978.4580666666684,539.0022783105038
15826,1,0,0.30839600423445507,3867.34,13594.541733333339,4192.502349958545
2742,1,0,0.33790784932892143,2783.92,8018.726200000005,2709.5905245994763
18049,0,0,0.340543799824542,8939.81,9607.699500000008,3271.842495302355
49937,1,0,0.3631343363961584,11643.87,11712.251166666654,4253.120555112628
17373,0,0,0.3338060883241784,7817.37,6181.421800000003,2063.396231339803
22022,1,0,0.17452263184105976,11996.57,9570.097133333325,1670.1985386839133
46365,0,0,0.22327857127048645,9133.45,5751.090666666665,1284.0953073003625
23538,0,0,0.3388587742275773,13269.7,11700.679266666666,3964.8778339326946
45500,0,0,0.14910978519778753,4193.48,8227.625300000003,1226.8194411708828
40186,0,0,0.308655756298737,1447.29,1425.0817333333325,439.8596801895148
9614,0,0,0.2729111370800885,10960.36,7338.216633333335,2002.6810455430195
43282,1,0,0.36558319870814726,15648.62,10298.771533333334,3765.057839920411
37892,0,0,0.16505292647062522,2395.13,3141.6999666666597,518.5467735909979
26179,1,0,0.3868535925238558,9570.56,11185.182000000003,4327.027839733168
45893,0,0,0.16132862948079124,7797.08,9125.236433333328,1472.1618874778494
20934,0,0,0.16002456936737774,17134.44,10181.589233333336,1629.3044325396968
40972,0,0,0.22909282843321477,21506.77,13071.274833333342,2994.5353227962332
22225,0,0,0.1372365282644478,9689.72,5888.017000000002,808.0510114420493
24382,0,0,0.4216073779727731,12224.6,6462.983866666669,2724.841681905669
34856,0,0,0.27073107637249155,5518.44,8062.6250333333355,2182.8031536621297
48578,0,0,0.3071228757577029,17833.5,12750.753233333335,3916.0480010981623
38537,1,0,0.3154440186737481,15618.03,11098.11026666667,3500.8325022017166
31756,1,0,0.2714499659048775,12320.65,10074.851933333335,2734.8182138000234
7754,0,0,0.16821178067804843,9511.7,9031.713833333337,1519.2406664795633
46639,0,0,0.27144081116861307,4351.79,7934.976800000005,2153.876539196127
43835,0,0,0.25982563758538224,9643.23,9101.162900000003,2364.715453260927
26236,0,0,0.3268867934632889,5660.93,7622.803933333329,2491.793934966678
44230,1,0,0.2893912695350869,3524.92,2444.233899999999,707.3399513616963
49597,0,0,0.27281758766987935,9839.18,6157.158466666664,1679.7811197771725
18553,0,0,0.17864931262546838,9107.89,9449.358100000001,1688.1213293169021
43137,0,0,0.2857718993384131,5884.23,6748.1479333333355,1928.4310519252545
36673,0,0,0.22683950766534014,2991.76,3393.5054666666683,769.7811093183074
43650,0,0,0.33418577346326783,7071.41,5565.623566666664,1859.9522164318905
3941,1,0,0.16209811935778423,13937.94,13975.750666666654,2265.442899679964
31497,0,0,0.20651775834504082,13536.07,11665.639933333343,2409.1618086923936
26594,0,0,0.16179350580594337,1759.18,1389.930033333333,224.88165291797168
23922,0,0,0.25095850945646414,3145.6,4563.354833333338,1145.212727094286
26403,0,0,0.23580768433299895,13797.32,10143.435933333329,2391.900138619464
45943,0,0,0.41205725784801966,306.43,451.55859999999996,186.06799847369075
48526,0,0,0.2033517432649364,11436.81,9243.022266666678,1879.5846909632928
18316,0,0,0.22619269447294554,4949.37,3762.270699999998,850.9981469696146
36894,0,0,0.20747538348780728,6276.26,10270.814533333334,2130.941184035478
26696,0,0,0.2969005026972182,7488.4,5864.217933333333,1741.0892523327086
42128,0,0,0.16922405776449764,1554.13,4223.016266666666,714.635948650813
14171,1,0,0.2136457827490419,6151.2,3907.0432666666675,834.7233169413738
3733,1,0,0.3438978781505211,3018.24,3256.5459,1119.919225109779
7882,0,0,0.30637487503193794,17020.94,14664.596000000003,4492.863766893858
6017,0,0,0.3117238909140028,9039.56,4716.605799999997,1470.278711883552
23030,0,0,0.26686347371450986,1610.42,2405.7279000000012,642.0009042059133
35474,0,0,0.2221284810743551,20916.78,11964.233099999994,2657.5969257225215
49686,0,0,0.2830196236062777,1728.15,2088.140333333334,590.9846911770875
4818,1,0,0.3404873127961811,1198.42,779.7063,265.48010285725303
41694,0,0,0.1551955753290022,1820.03,2939.753233333334,456.23669437246116
12008,0,0,0.3321619861195883,9854.87,8914.118966666669,2960.9314604742926
41328,0,0,0.15430584195374178,12273.13,14776.393999999998,2280.0839172102183
9507,0,0,0.2918208500867982,1237.72,1145.948666666667,334.4117140624997
44799,0,0,0.15478295508723408,13051.58,12829.631166666684,1985.808224655948
34063,0,0,0.27575638027173177,11612.08,12615.834733333331,3478.896920170388
27475,0,0,0.16463966558862242,11680.02,7071.8231000000005,1164.3025902858951
31144,0,0,0.14088817998031447,16377.75,8684.151366666674,1223.4942807232283
21236,0,0,0.2708002665130879,19746.38,14164.30593333335,3835.6978217195833
1391,0,0,0.41061652377366736,5281.92,3477.747833333335,1428.0207258847377
38250,0,0,0.15589057482793606,24031.59,14672.835433333326,2287.3567500580407
37625,0,0,0.33301395697822717,11846.6,8116.1129999999985,2702.7789054124296
42029,0,0,0.4357838714618007,1196.46,1542.4893000000002,672.191958842403
20835,0,0,0.17668752961321033,3963.97,3203.0788666666654,565.9440921076146
14758,0,0,0.3182206619496215,2308.98,5933.988633333331,1888.3177909008623
26397,0,0,0.17971553378441604,8055.04,12932.360133333328,2324.146004454301
6809,0,0,0.2184188294996654,8805.9,7097.394233333338,1550.2045409423429
9226,0,0,0.14110428823357374,15701.03,11560.417333333335,1631.2244595030688
48395,0,0,0.149732254441966,14704.95,11153.305366666667,1670.0095570306783
5396,0,0,0.2732311061996728,2544.26,2776.1656666666645,758.5348160968848
6944,0,0,0.16334862981444334,6937.19,6897.739566666667,1126.7363070318722
23871,0,0,0.4159125580713489,2812.42,6197.195733333328,2577.4915303195135
32493,0,0,0.241680470820444,13393.21,9617.614733333334,2324.389656921639
36346,0,0,0.14359487728409184,11598.8,6993.49253333334,1004.2297021112136
10756,1,0,0.4519204219501651,9000.87,13628.941266666661,6159.196887966014
12302,0,0,0.14987321088241576,2006.73,2526.8064999999997,378.70060343355885
48387,1,0,0.32191303766098334,11466.71,7529.030033333334,2423.6929286711083
42746,0,0,0.1591639178000865,16772.2,13690.379000000015,2179.014357808033
29090,1,0,0.4136193538358306,16494.46,11287.610133333317,4668.774009700101
44713,0,0,0.1740347896222226,6505.33,6627.882233333329,1153.4820901190328
14344,0,0,0.3017201702672711,3517.61,7981.105099999994,2408.0603896929842
38173,0,0,0.2719262976622366,3787.88,3063.9431333333323,833.1667124949655
5072,0,0,0.19504184381758197,8463.77,15555.86373333333,3034.044344724387
24122,0,0,0.1412828598688984,3450.59,2319.472299999999,327.70167993069134
48810,0,0,0.3426526398178271,4211.2,8775.41496666667,3006.9191038252043
17821,1,0,0.2963903424406397,2081.0,3836.869133333332,1137.2109563285867
1123,1,0,0.24433498376117613,2298.25,6368.208633333331,1555.976153013281
11265,0,0,0.2450979086809377,1211.17,1124.5281999999986,275.6195100727389
30580,0,0,0.22469846020051606,5417.0,10793.719466666673,2425.332143996337
45465,0,0,0.13237589177695017,6732.77,7838.502166666662,1037.6287145080555
48217,0,0,0.3114115074575151,5811.36,9469.62666666667,2948.9507153265517
43045,0,0,0.1418951554950221,8961.56,5895.605033333339,836.5577929420691
15657,1,0,0.26483297697486663,1673.09,1389.1065333333333,367.8812185579035
1901,0,0,0.33252565404889095,3654.74,3098.950533333332,1030.4805529618257
148,1,0,0.22263192718709846,19127.03,14059.243633333317,3130.036504881941
29643,1,0,0.27423935727474674,14277.77,13103.912633333355,3593.6085783497733
3212,0,0,0.1382436423064625,3501.76,3081.2296666666666,425.96041190272734
43851,0,0,0.1587425033306555,3135.22,3326.789233333331,528.1028509528052
2355,0,0,0.14788581983733998,1738.91,1519.0392000000013,224.64435745705725
31521,0,0,0.1597728425764295,2888.02,2183.8257999999983,348.91605575774497
42584,0,0,0.3700363770294208,498.25,2116.345066666667,783.1246610134216
43338,0,0,0.1616933547863579,2420.49,5606.324099999999,906.5053517486085
45285,1,0,0.35394578474191857,4095.63,3507.224833333334,1241.3674459005115
46957,0,0,0.17433707988995814,1599.0,3945.7105666666657,687.8836582836185
48791,0,0,0.14371466328385954,8283.75,9063.75076666666,1302.5938895203228
36586,0,0,0.18737846040380726,17533.61,11607.52366666666,2174.9999137607547
10466,0,0,0.14774789885995523,6411.75,7016.639233333338,1036.693703783328
7822,0,0,0.22152397911248675,2455.97,2361.139900000002,523.0491058892595
7206,0,0,0.16403466033319822,12374.12,8802.715733333329,1443.9504853270325
6414,0,0,0.33046441140818195,10938.06,11221.879366666666,3708.431759799121
34047,0,0,0.2371211654034051,11432.46,10903.69046666667,2585.495790653999
12729,0,0,0.3708207073893255,1672.83,1325.4051666666694,491.4876814808012
6926,0,0,0.39494761898254077,11085.47,9086.027700000004,3588.505006124413
27996,1,0,0.3591326550775092,220.41,654.8922333333333,235.19318654663962
37613,0,0,0.1861408822463948,11079.48,7224.381966666666,1344.752832960278
39484,0,0,0.16193625846926377,10446.82,12477.515666666663,2020.5622020516207
3017,0,0,0.1678411703167529,22345.29,10905.802599999985,1830.442671627484
1641,0,0,0.13258829909204847,3211.13,3955.984433333332,524.5172472502877
8884,0,0,0.2161717468958173,5827.11,10182.239833333337,2201.112572083843
37602,0,0,0.140239587618489,6992.38,5245.760533333335,735.6632939400118
12970,1,0,0.4112504191804784,3428.18,3474.74096666667,1428.9886790852486
23464,0,0,0.20217468252446383,7740.48,11676.630766666667,2360.71911820622
15758,0,0,0.1881982934473658,3287.67,4096.895733333335,771.0287854451278
44077,0,0,0.12670808048904758,2019.01,5885.760966666664,745.7734743036941
4087,0,0,0.3002224463820037,3177.74,14132.998999999998,4243.043534494411
509,1,0,0.1387298960082807,9537.57,11581.79703333332,1606.7414980233455
6355,0,0,0.41599800132182024,13246.75,11449.231366666661,4762.857365204423
29645,0,0,0.16790832884549203,4390.46,3372.133333333335,566.2092726441788
20816,0,0,0.31481323670790434,6410.23,12357.411700000002,3890.276774609127
6235,0,0,0.17994132918667305,1822.24,2087.219500000001,375.5770511343433
31990,0,0,0.34576291651757507,7249.45,6755.396933333335,2335.7657459032166
12996,0,0,0.1992474096138889,3865.02,3222.3537666666684,642.0456408678915
42502,0,0,0.2099740586854828,8148.33,6778.742466666675,1423.3600685096428
38921,0,0,0.29411030557273204,8584.45,5833.217133333332,1715.6092735567622
263,0,0,0.20698142299202874,1459.96,1684.2260999999994,348.60351481831475
7892,1,0,0.40081443792101507,2171.78,4968.856399999998,1991.5893850762375
10528,0,0,0.16289393279830264,20191.04,12823.28313333334,2088.8350209748087
18601,1,0,0.3172988145808652,11627.03,8059.8838000000005,2557.3915753995193
24115,0,0,0.14445653250970233,4606.33,4097.427033333335,591.9001014468502
33499,0,0,0.4067811438933531,1354.09,1229.8134999999997,500.26494230548815
13472,0,0,0.33088855858992133,11252.37,10850.213800000001,3590.2116046744736
31726,0,0,0.3725751414099268,842.27,1841.6090666666662,686.1377584351364
23691,1,0,0.29302621295926135,9981.2,5108.598166666666,1496.9531743089585
10558,0,0,0.37545375968332645,4776.28,2838.4392666666677,1065.7026943027845
6557,0,0,0.31876021168888763,4524.66,4541.763233333328,1447.7334096981383
45578,1,0,0.15963701835427846,1474.85,3459.0135000000037,552.1866015871975
41504,0,0,0.19083290343419282,11148.6,13046.066899999993,2489.618824923718
27873,0,0,0.19453473480812433,4967.55,3396.0648666666675,660.6525782281883
10811,0,0,0.2147253294004481,17758.97,12208.138433333335,2621.396546463771
38215,0,0,0.47892714108681944,4198.57,10260.036900000005,4913.810139962276
11731,1,0,0.18679385717382901,18311.57,14675.391800000016,2741.2730398591843
27439,1,0,0.3951953974931926,10945.36,12142.575299999995,4798.68987227452
21780,0,0,0.34097588734811857,1311.35,4543.276333333333,1549.1476792260398
34080,1,0,0.3350693455053316,5975.99,5903.846733333332,1978.1980609017894
22916,0,0,0.1577637482228306,18021.96,13589.624100000005,2143.9500349553114
8086,0,0,0.29913142736394205,2229.55,10346.807299999995,3095.055236308654
43468,0,0,0.1305530098461869,5912.03,11363.602799999997,1483.5525482365565
14710,1,0,0.30660678898888927,12200.74,6570.099466666661,2014.437100812279
15467,0,0,0.1724602131616515,1967.48,1715.7812999999987,295.9040087367753
37173,0,0,0.32540492788748693,11157.16,8282.324399999994,2695.1091741227715
28749,0,0,0.4187597595648213,262.75,179.10736666666662,75.0029578016216
3105,0,0,0.21818039561683633,16817.69,14375.66580000001,3136.488451499426
709,0,0,0.15896169864729723,10744.53,7971.686366666672,1267.1928059288352
38386,0,0,0.1652464461903037,3712.16,12980.065433333326,2144.9096841759365
23445,0,0,0.3213264494449613,2451.11,6454.00913333333,2073.843839499351
26511,0,0,0.401020241914205,10271.41,7158.581000000001,2870.735884382432
8467,0,0,0.15515617217032163,11596.29,14247.96156666665,2210.659177913856
6231,0,0,0.3423282844237952,1654.48,7027.1096000000025,2405.5783738259825
46359,0,0,0.2896199391398427,8854.24,9190.527466666665,2661.760005559052
39358,0,0,0.21497123979235755,7751.05,12699.485800000004,2730.0242071514404
16387,0,0,0.3169141681924675,2253.92,2052.7968333333315,650.560400903964
34166,0,0,0.2206386713960741,22903.26,15076.734966666652,3326.510772036064
4169,0,0,0.13114316811442842,3371.07,6173.790466666664,809.6504410733218
5804,0,0,0.19340616105130728,21468.38,13469.823000000004,2605.146756470604
12754,0,0,0.45241851734529387,2375.77,9763.934666666668,4417.38484534965
2190,0,0,0.14563928672206392,3120.35,3141.050933333333,457.4604174883398
12188,0,0,0.17258567810709058,7030.58,5105.107633333338,881.0684627085184
31728,1,0,0.21800852352452613,13705.61,9507.250366666665,2072.6616152150095
19246,0,0,0.1631477524452503,16231.18,15464.7629,2523.0413092336908
37867,1,0,0.42119607544192655,21361.45,13531.80103333333,5699.541488901004
43515,0,0,0.19451669976320682,18423.37,11909.467600000004,2316.59033348884
8719,1,0,0.3686522499905503,589.16,3518.6661999999988,1297.1642115956993
28825,0,0,0.16681968767428645,4430.02,6199.730299999998,1034.23707231081
24469,0,0,0.19039262306502272,4072.18,11238.102500000008,2139.651813248591
48253,1,0,0.3164127880658942,3035.39,1847.1698000000013,584.4681464491206
7202,0,0,0.3854295803575827,19119.76,10154.209833333334,3913.7328349245067
